2017-03-09 1.0 6.89747202609 2.62616321675 1.68118956491 0.219377188854 
2017-03-10 1.0 6.96616398445 2.71531990323 1.66431605066 0.133316788123 
2017-03-13 1.0 6.88727361371 2.69074863431 1.7359796179 0.117790980315 
2017-03-16 1.0 10.2088482413 3.13974495131 1.77435212421 0.88013154035 
2017-03-17 1.0 7.31197858097 2.66680392216 1.7200787104 0.123397712839 
2017-03-20 1.0 7.45507163787 2.75812603892 1.78434967063 0.174311752799 
2017-03-22 1.0 7.16133772428 2.68454586047 1.70346052131 0.118740020009 
2017-03-27 1.0 7.36158529563 2.61831113279 1.65012298037 0.122189720183 
2017-03-29 1.0 7.53511849229 2.68839263294 1.64528941554 0.121977237188 
2017-03-31 1.0 5.3783420958 1.94941266388 1.06453208581 0.0782254253062 
2017-04-03 1.0 7.45489902852 2.64061258788 1.60444454213 0.127510062923 
2017-04-07 1.0 7.17845883107 2.63351881972 1.6127702749 0.127968173192 
2017-04-13 1.0 6.8981434471 2.7543306934 1.6550760602 0.134717763249 
2017-04-17 1.0 7.38987891933 2.82159235284 1.76663351101 0.150510783588 
2017-04-21 1.0 6.64683471724 2.76724137868 1.7193976987 0.161386540859 
2017-04-24 1.0 7.02392444902 2.87062621305 1.77856444757 0.149115027498 
2017-04-29 1.0 6.89451575039 2.83219952537 1.76885212327 0.16537674183 
2017-05-02 1.0 6.82934464826 2.78221408898 1.76125108228 0.17100596155 
2017-05-05 1.0 6.9363145605 2.84628043881 1.77309542742 0.13424573151 
2017-05-08 1.0 7.12505365278 2.86081608774 1.78250638959 0.172653610539 
2017-05-12 1.0 7.06599315835 2.79506374726 1.70932957232 0.159366485935 
2017-05-15 1.0 6.73818079305 2.73652855917 1.63034404993 0.15197262295 
2017-05-18 1.0 7.05037712378 2.73589132504 1.61175492827 0.140608710516 
2017-05-20 1.0 7.1602393429 2.77535579918 1.58846366496 0.151444288783 
2017-05-22 1.0 6.96581374958 2.69122281142 1.55919439841 0.116096326583 
2017-05-24 1.0 6.93155054476 2.61115611555 1.51501167471 0.123834213848 
2017-05-27 1.0 7.04121616425 2.72640658309 1.56627660497 0.13266157186 
2017-05-30 1.0 6.94882018384 2.70106131541 1.56314550764 0.169731002777 
2017-06-02 1.0 7.00124615446 2.63706889884 1.8359668382 0.109175736702 
2017-06-05 1.0 6.7482262494 2.74468645859 1.60463251711 0.150628827615 
2017-06-10 1.0 5.77491946594 2.71937145912 1.54174417283 0.166195973176 
2017-06-13 1.0 6.40384497395 2.84166346285 1.6230863115 0.167980709815 
2017-06-16 1.0 6.06709049459 2.76166281614 1.54360697037 0.156024807745 
2017-06-19 1.0 6.23466640965 2.86895147183 1.57948701565 0.143017449975 
2017-06-24 1.0 6.34274474137 2.87990074356 1.58130407703 0.184515353731 
2017-06-27 1.0 6.38446713438 2.94597735014 1.6785493854 0.207291096433 
2017-07-01 1.0 5.27652475683 2.94055198744 1.66342758697 0.204882577644 
2017-07-04 1.0 5.78175316201 3.04826210801 1.80386348642 0.231319614191 
2017-07-08 1.0 4.1670371123 3.09006782412 1.89989710694 0.245019831114 
2017-07-11 1.0 4.4729539858 3.12278406873 1.89369679815 0.253723625435 
2017-07-18 1.0 4.44692402026 3.52660011993 2.04283448479 0.341540352099 
2017-07-22 1.0 3.54755825002 3.66326901926 2.26346646001 0.488850944898 
2017-07-25 1.0 2.75078010951 3.6011933724 2.36156646463 0.588838078281 
2017-07-29 1.0 2.84882421689 3.69276296008 2.61400026474 0.606620034811 
2017-08-01 1.0 2.60301071353 3.64178651202 2.58406687715 0.554772533031 
2017-08-05 1.0 2.77051716251 3.63708409452 2.55836477845 0.496140455368 
