2017-10-0111:36:50 4.13561600309 2.67432754954 2.94095485828 3.06229922382
2017-10-0711:36:50 2.79360102062 1.90057796854 2.01143268322 2.07011999174
2017-10-0911:36:50 2.90127019777 2.21984310453 2.51310394338 4.34377154195
2017-10-1311:30:50 3.37348204727 1.43183896389 1.78717236439 1.94032801822
2017-10-1511:21:50 6.56966698742 2.61315083873 5.50408718679 5.3629521599
2017-10-2111:42:50 4.36994764946 3.61765335273 3.61765335273 1.96524046105
2017-10-2810:33:50 2.62374739633 1.27875055012 1.55536350775 1.78219420699
2017-10-3111:06:50 3.36393979634 2.26943313359 2.24624692908 1.80181686085
2017-11-0511:01:50 4.28197535537 2.59922166453 2.59922166453 2.36517350048
2017-11-0709:24:50 3.65530606025 2.32388337222 2.32388337222 2.05843590515
2017-11-1016:30:00 4.285427328 2.55832467742 2.68008294779 2.49790557643
2017-11-1308:36:50 3.86955783716 2.52749123137 2.51635899607 2.07108734276
2017-11-1716:30:00 5.49148939431 3.29496682444 3.29581328311 2.63072081647
2017-11-2016:57:00 5.308815328 3.05262691305 2.81711813601 2.48908450614
2017-12-0116:30:00 5.19856483631 3.64941287655 3.68334363515 2.86828048531
2017-12-0516:30:00 5.60062387282 3.62701522825 3.34971768186 2.86620648005
2017-12-0916:30:00 5.79229836049 3.43123320266 3.43123320266 3.40604496817
2017-12-1213:30:00 4.98577556355 3.16577320369 4.13622791879 4.31452168046
2017-12-1916:30:00 7.20925903417 4.18666152635 4.18666152635 3.68359227833
2018-01-0518:33:00 5.76523891299 3.56086462511 3.56086462511 3.38226115743
2018-01-0616:05:00 5.67672959667 3.87822882979 3.87822882979 4.00315075119
2018-01-1014:00:00 5.50729185511 4.10270862594 3.78762387645 3.63675579812
2018-01-1415:20:00 5.77543311359 3.90423863589 3.9922605283 2.89722017266
2018-01-1815:41:00 6.32060714093 3.5465853783 3.5465853783 2.90751121939
2018-01-2114:15:00 5.82020885495 3.88589687841 3.86487318625 2.18560371259
2018-01-2513:39:00 6.17792973028 3.24694045946 3.24694045946 3.4861527736
2018-01-2813:39:00 4.73973297613 2.95175945105 2.95175945105 3.27552010783
2018-01-3113:05:00 5.24337205548 3.19661415948 3.89884133649 3.43128516725
2018-02-0312:00:00 5.43667445729 3.13134942996 3.58915527274 3.07648638793
2018-02-0711:45:00 4.64546366538 3.51687014391 3.67279313868 2.66253784141
2018-02-1112:03:00 4.73039613112 3.03331635968 3.0776982757 2.4871765128
2018-02-1811:39:00 5.79038990374 5.57782854666 5.57782854666 4.73099374229
2018-02-2111:30:00 5.27661565418 2.95291878449 3.44980565345 3.32134457702
2018-02-2511:30:00 2.29764675707 1.29229939984 1.64905668717 1.41408148475
2018-03-0509:00:00 2.0022237891 2.1401566522 2.1401566522 1.87944153752
2018-03-1110:15:00 4.39060591655 3.46630704454 3.46630704454 2.80137244068
2018-03-1510:35:00 5.50891798003 3.46137661146 3.46137661146 2.17657840108
2018-03-1809:20:00 2.39537191731 1.51122141462 1.72870734166 1.10987150316
2018-03-2109:00:00 5.72322758571 2.101322242 2.28037501124 2.62466601919
2018-03-2509:00:00 5.23557873659 3.18525634495 3.18525634495 2.59350763442
2018-03-2908:18:00 4.70782754111 2.94538856052 2.94538856052 3.13995474268
2018-04-0108:00:00 4.86895438231 2.51282629365 2.50991285834 2.60465770456
2018-04-0508:00:00 4.26234488835 2.40060110175 2.56566902133 1.83115189294
2018-04-0808:00:00 4.43334280282 2.66789003989 2.86571051015 1.8692112465
2018-04-1208:09:00 3.88373705038 2.24894738666 2.6169965508 1.68686609653
2018-04-1508:09:00 4.17510460791 2.80258163528 2.84874155524 1.65264702744
2018-04-1708:09:00 2.6066483362 2.49936734844 2.15961629335 2.01119148765
2018-04-2108:09:00 3.93569994766 3.33571903249 3.33571903249 2.97500017469
2018-04-2408:09:00 4.855942998 3.55126048887 3.75941145576 2.23125017764
2018-04-2807:39:00 5.13981655521 3.50029491881 3.50029491881 2.42843561903
2018-05-0207:39:00 5.42004531344 3.62646100333 3.90751825645 2.85947262257
2018-05-0607:39:00 5.38393681064 5.58857264231 6.57004173681 5.09718706768
2018-05-1307:39:00 4.66073098623 3.00182973757 3.40648164277 2.40903540683
2018-05-1907:39:00 5.67447823178 3.42171592083 3.42171592083 2.46666764524
2018-05-2206:42:00 5.17978349059 3.8625760097 3.8625760097 2.40932680651
2018-06-0106:42:00 5.22012379905 3.54618301776 3.54618301776 3.09901786134
2018-06-0405:51:00 5.92634952676 3.8225287017 3.8225287017 2.65951724556
2018-06-0805:51:00 5.26114798671 4.14022006391 4.14022006391 2.01381422513
2018-06-1118:48:00 5.52782405033 3.69827315902 4.04399006235 2.94390531402
2018-06-1518:48:00 6.94003754661 3.90836401238 3.90836401238 1.92671231534
2018-06-1818:33:00 5.02999832864 3.02850049622 3.02850049622 2.2974116516
2018-06-2118:33:00 9.10655561973 6.39238050582 6.39238050582 6.19889454728
2018-06-2717:48:00 6.02379663205 4.82802974177 4.82802974177 3.16446848548
2018-07-0117:48:00 7.52175041178 4.84075571058 4.84075571058 3.66294097732
2018-07-0517:18:00 7.96154075904 5.17875313664 5.17875313664 3.75897872464
2018-07-0817:18:00 8.10062207731 5.72893293328 5.72893293328 3.32291146595
2018-07-1216:18:00 7.73606160199 3.93319676907 4.31370831188 3.30836271585
2018-07-1516:18:00 7.1975820213 4.85865627823 4.74699255844 3.32034087507
