2018-05-2508:39:00 125.531269788 356.921896496 273.890318366 363.833512285 40.9221074973
2018-05-2608:39:00 127.334621526 349.70710856 279.779509393 375.27192204 41.4746182029
2018-05-2708:03:00 132.421597116 384.346552048 293.880689846 386.187269772 34.6716823374
2018-05-2808:09:00 134.840502813 354.13859363 295.723807016 391.446101939 34.9695096443
2018-05-2817:39:00 126.571246816 343.054633794 274.866424144 368.12792582 31.9784216505
2018-05-2908:09:00 135.01561249 402.425895349 292.849226973 389.707578436 34.0734645955
2018-05-2917:39:00 132.20777928 400.647283838 284.150515869 378.367859276 32.0390929934
2018-05-3008:17:00 141.93452393 437.527329551 308.117214132 404.380835668 34.0508763406
2018-05-3017:39:00 129.429056072 403.198749852 280.650118433 371.854410551 31.9204717764
2018-05-3108:09:00 132.742412154 414.333075624 289.532844377 384.013600622 30.8701100126
2018-05-3116:39:00 125.503937959 407.964366775 275.329156107 363.075788869 30.1258359937
2018-06-0108:03:00 127.567819514 430.690130768 277.192913918 366.339737943 29.5689957505
2018-06-0115:39:00 129.651264503 439.174800192 281.99203146 374.295311373 29.3694556642
2018-06-0316:39:00 130.640055534 369.377573387 279.932548094 379.982288505 30.476748488
2018-06-0407:12:00 130.322774213 344.092848621 274.024605517 379.151603971 29.226439537
2018-06-0416:39:00 127.219890047 378.066890069 268.066290889 370.156091314 28.5359727459
2018-06-0507:09:00 134.92547996 455.600463715 283.288872334 389.597092488 30.4726466323
2018-06-0516:39:00 130.086763239 443.728256215 275.324486836 374.409612246 29.9033047941
2018-06-0616:39:00 132.742193737 367.728925194 283.152144958 381.084911262 30.4531968293
2018-06-0707:09:00 135.005431288 403.525828901 287.58016088 389.314355514 31.2236345946
2018-06-0807:12:00 140.263429703 494.132688871 302.199942191 406.974138883 32.5746914419
2018-06-0816:39:00 143.885517576 496.250461878 305.481278696 410.068222515 33.1880388766
2018-06-0907:09:00 149.160722413 501.190051061 319.170118488 430.818806008 34.4961394635
2018-06-0916:39:00 143.681520426 470.035203707 307.18345858 417.106020222 34.376717478
2018-06-1007:09:00 145.730213367 452.955288129 315.343536152 431.945958528 34.9639780493
2018-06-1016:39:00 138.227550725 416.891718364 303.360091427 413.886564704 34.386197727
2018-06-1107:09:00 146.70795495 464.769472418 314.353909374 432.119518196 36.5373560334
2018-06-1120:09:00 146.299667938 465.406414174 309.391939942 427.91369426 36.0226448293
2018-06-1207:09:00 145.043542193 449.788486639 306.027518507 417.429649962 37.1787763491
2018-06-1316:39:00 142.236149372 449.152820693 307.406214011 407.117556117 37.9859775865
2018-06-1407:09:00 145.305446429 448.208632387 317.620928334 414.199413584 37.6665038281
2018-06-1416:39:00 144.288765814 437.719873375 314.66618212 412.722430249 36.2514947283
2018-06-1507:09:00 146.070990404 445.607618392 320.292785723 418.727783383 38.0295124136
2018-06-1520:09:00 142.976863943 455.358615964 315.926398283 408.605173134 36.1039345833
2018-06-1607:09:00 142.776305592 455.961571723 315.117795362 408.506490483 35.9210729207
2018-06-1616:39:00 140.495862077 445.799699286 312.008517913 406.226471948 34.940487866
2018-06-1716:39:00 140.953863231 395.368600321 310.717614461 407.660223676 33.0929014655
2018-06-1806:39:00 142.769919837 413.047091892 313.227933594 416.504166087 34.1333542347
2018-06-1819:54:00 142.175024786 441.388403284 307.096125535 409.448624874 33.918737167
2018-06-1906:39:00 145.855445807 471.041938678 313.362540738 414.732200865 32.9683873727
2018-06-2016:39:00 144.864292766 459.255983376 312.526121423 418.199284083 34.2000076793
2018-06-2106:39:00 143.886698713 469.262173691 313.280945618 416.793636738 33.7562200531
2018-06-2119:54:00 141.106015042 477.112912101 307.894284712 409.329357174 32.9287603884
2018-06-2206:39:00 143.427913801 493.89804836 313.953182215 417.131240798 33.4967452249
2018-06-2719:09:00 145.633814283 438.132195402 324.26388536 432.190500937 35.7178808461
2018-06-2806:39:00 146.510860822 458.106991529 327.053477227 434.147398867 36.4049149045
2018-06-2816:09:00 146.655030645 478.980422061 324.220116636 430.942984782 36.8915956961
2018-06-2906:09:00 146.791600162 489.218649637 326.805846473 427.588715244 36.0824380013
2018-06-2916:09:00 142.800628407 474.440662691 317.844560508 412.292107954 35.5017817569
2018-06-3006:09:00 142.910681632 482.323799499 320.91157348 416.310037127 35.5520490004
2018-06-3016:09:00 140.464560609 464.421765861 315.217582086 410.741141084 34.3692514719
2018-07-0106:09:00 141.090380062 470.826211743 321.576370368 420.267896959 34.022565794
2018-07-0119:09:00 144.134780063 478.81530086 325.706486815 430.549893711 34.3507584901
2018-07-0206:09:00 139.285024706 451.985069648 313.55988452 413.958828036 34.8780263906
2018-07-0216:09:00 129.009384731 419.74116323 290.605202858 381.747149254 31.5704922484
2018-07-0306:09:00 137.819372651 454.391009629 305.029408995 401.298908989 33.3333040863
2018-07-0416:09:00 100.918992582 346.411370252 224.75393246 296.375975286 24.3089314712
2018-07-0518:39:00 143.876626602 488.999759093 321.944758453 426.064485319 33.3654946928
2018-07-0706:24:00 142.973952054 495.317174299 322.455953719 422.874800172 34.1973921893
2018-07-0715:39:00 143.700896848 500.658367255 324.395652214 423.207873029 34.2029062092
2018-07-0806:09:00 142.541913754 495.991830778 324.971955429 421.680755706 34.8301153416
2018-07-0818:39:00 139.17695002 477.634073957 317.879318885 413.724875602 34.2646461888
2018-07-0906:09:00 140.741361537 481.793697403 317.557319124 417.139690689 34.0545109332
2018-07-0915:09:00 142.152891887 484.692056517 320.347873814 419.170315687 34.2269043481
2018-07-1006:09:00 143.466434542 496.944340693 323.621664656 426.891022257 34.5842106603
2018-07-1015:09:00 140.30566646 489.947052084 318.580110629 416.441259364 32.5411214924
2018-07-1106:09:00 140.412022661 483.781799734 317.796336689 415.474576894 33.2485256665
2018-07-1115:09:00 139.330224421 478.889526345 317.369553368 411.95900935 33.4893658797
2018-07-1217:39:00 143.061369306 500.971194867 323.253421732 423.948001361 34.450295238
2018-07-1306:09:00 142.431149534 490.537603166 324.942942466 423.085924919 34.5309821064
2018-07-1315:09:00 141.03142243 492.359660027 322.485060382 420.038130757 33.5493714411
2018-07-1406:09:00 141.77373838 498.426511048 321.985244307 417.736625503 34.4808825722
2018-07-1415:09:00 139.237559949 494.006256743 318.916762245 414.286512694 33.3855118512
2018-07-1506:09:00 143.590781894 496.221458729 327.799076426 427.933722771 34.4112793903
2018-07-1517:39:00 139.348036952 481.121761281 318.18986718 418.685375918 32.6345409754
