0.000000  2.854704 3.493404 8.399150 9.861855
0.000488  0.495684 0.503060 0.485831 0.501773
0.000977  0.495617 0.499339 0.489064 0.498848
0.001465  0.496078 0.503831 0.489004 0.500920
0.001953  0.498378 0.505412 0.486599 0.501674
0.002441  0.497933 0.500085 0.485310 0.502190
0.002930  0.492535 0.503960 0.478631 0.501576
0.003418  0.494008 0.505169 0.485296 0.498341
0.003906  0.497205 0.500296 0.483792 0.495665
0.004395  0.493488 0.510230 0.488251 0.499534
0.004883  0.494970 0.501576 0.482870 0.498894
0.005371  0.497619 0.504713 0.490091 0.503017
0.005859  0.486340 0.499185 0.486337 0.504514
0.006348  0.493327 0.506062 0.487211 0.504937
0.006836  0.498281 0.503091 0.483284 0.503699
0.007324  0.492936 0.503960 0.482396 0.496510
0.007812  0.492303 0.505464 0.489657 0.504203
0.008301  0.500969 0.508545 0.485844 0.500953
0.008789  0.498120 0.505397 0.487780 0.496550
0.009277  0.495142 0.501143 0.487890 0.503253
0.009766  0.500703 0.500014 0.483777 0.499886
0.010254  0.493511 0.505246 0.492066 0.504413
0.010742  0.498954 0.506882 0.488285 0.500840
0.011230  0.497742 0.502289 0.484117 0.502885
0.011719  0.497186 0.499915 0.486380 0.501032
0.012207  0.494768 0.501307 0.488121 0.505610
0.012695  0.498100 0.497868 0.492337 0.500402
0.013184  0.501329 0.501826 0.484735 0.502270
0.013672  0.489876 0.503541 0.485224 0.503909
0.014160  0.499338 0.506393 0.484989 0.502678
0.014648  0.497602 0.501089 0.486702 0.499137
0.015137  0.495209 0.507202 0.492026 0.501537
0.015625  0.495477 0.505387 0.488241 0.503918
0.016113  0.497705 0.506989 0.481448 0.501940
0.016602  0.492596 0.496393 0.489403 0.503189
0.017090  0.499469 0.500602 0.492189 0.506596
0.017578  0.492662 0.505160 0.492218 0.501183
0.018066  0.500106 0.506730 0.487832 0.508678
0.018555  0.500714 0.501264 0.495263 0.502261
0.019043  0.495724 0.505192 0.488773 0.501813
0.019531  0.496375 0.504420 0.480706 0.508437
0.020020  0.494535 0.501313 0.491349 0.503157
0.020508  0.498582 0.502246 0.487945 0.508584
0.020996  0.502859 0.507591 0.487381 0.506634
0.021484  0.496063 0.500701 0.488061 0.505929
0.021973  0.495025 0.505407 0.493217 0.501161
0.022461  0.496948 0.507404 0.489430 0.507450
