0.000000  3.487344 4.129887 9.754971 11.168194
0.000488  0.502970 0.503323 0.486414 0.487506
0.000977  0.503293 0.496244 0.484895 0.485915
0.001465  0.504284 0.504753 0.486153 0.485647
0.001953  0.503036 0.501142 0.490034 0.488617
0.002441  0.505966 0.502755 0.490784 0.491123
0.002930  0.509213 0.495902 0.487771 0.487660
0.003418  0.500828 0.500772 0.485252 0.483641
0.003906  0.498503 0.501383 0.483068 0.482774
0.004395  0.502669 0.500296 0.486656 0.490058
0.004883  0.506728 0.504444 0.489870 0.493463
0.005371  0.504871 0.503181 0.486094 0.488991
0.005859  0.504312 0.499223 0.490994 0.490829
0.006348  0.503537 0.499717 0.490425 0.488603
0.006836  0.503232 0.502562 0.488446 0.489240
0.007324  0.505675 0.502178 0.487818 0.487100
0.007812  0.505081 0.499379 0.487949 0.490519
0.008301  0.502443 0.501494 0.489582 0.486010
0.008789  0.506500 0.500442 0.489657 0.491772
0.009277  0.510116 0.506156 0.486827 0.489315
0.009766  0.505254 0.497858 0.493315 0.485244
0.010254  0.504955 0.503047 0.485686 0.489054
0.010742  0.507353 0.497924 0.489509 0.490178
0.011230  0.509359 0.507246 0.489410 0.492967
0.011719  0.507840 0.501217 0.487633 0.491607
0.012207  0.505287 0.498088 0.491606 0.488949
0.012695  0.504722 0.505338 0.484203 0.485012
0.013184  0.505063 0.503307 0.485098 0.483669
0.013672  0.506577 0.500318 0.490550 0.489025
0.014160  0.508142 0.506175 0.485279 0.486966
0.014648  0.510500 0.500591 0.494272 0.493453
0.015137  0.507269 0.500824 0.488450 0.487604
0.015625  0.506748 0.502648 0.495306 0.492240
0.016113  0.505033 0.504630 0.490187 0.492386
0.016602  0.505577 0.507751 0.488308 0.490154
0.017090  0.506766 0.505340 0.491667 0.488968
0.017578  0.506593 0.502570 0.489623 0.486694
0.018066  0.508164 0.500642 0.489345 0.490817
0.018555  0.507517 0.507895 0.487265 0.492295
0.019043  0.505421 0.500982 0.491968 0.491777
0.019531  0.510609 0.507307 0.490649 0.487399
0.020020  0.508252 0.505474 0.490359 0.495501
0.020508  0.510978 0.500183 0.490267 0.487504
0.020996  0.511684 0.506190 0.486894 0.489709
0.021484  0.507789 0.503186 0.490753 0.483597
0.021973  0.509990 0.509833 0.491699 0.494322
0.022461  0.513183 0.503875 0.490343 0.490654
0.022949  0.509520 0.506853 0.489275 0.490995
0.023438  0.506708 0.508828 0.494336 0.492768
0.023926  0.507934 0.509959 0.491918 0.491740
0.024414  0.504265 0.507418 0.491223 0.492599
0.024902  0.508270 0.513808 0.494321 0.496077
0.025391  0.508512 0.508725 0.494816 0.493640
0.025879  0.505768 0.502525 0.498258 0.499021
0.026367  0.509335 0.507909 0.492970 0.492128
0.026855  0.508123 0.507072 0.494462 0.494824
0.027344  0.512216 0.507852 0.491659 0.497594
0.027832  0.510947 0.506149 0.491504 0.493444
0.028320  0.512498 0.505466 0.496833 0.494919
0.028809  0.509812 0.506242 0.492504 0.489223
0.029297  0.515429 0.513098 0.491595 0.491758
0.029785  0.512499 0.501408 0.494013 0.496822
0.030273  0.508562 0.509892 0.495312 0.495529
0.030762  0.514220 0.512561 0.495248 0.496804
0.031250  0.520193 0.503248 0.495347 0.493009
0.031738  0.510814 0.507694 0.492931 0.502694
0.032227  0.511900 0.509041 0.500155 0.497478
0.032715  0.512308 0.507538 0.491869 0.489964
0.033203  0.516813 0.507598 0.494692 0.493124
0.033691  0.510267 0.506980 0.496412 0.497251
0.034180  0.513365 0.502381 0.495369 0.495065
0.034668  0.517144 0.507237 0.499938 0.498157
0.035156  0.516480 0.511073 0.497689 0.498978
0.035645  0.511188 0.512492 0.499077 0.497486
0.036133  0.518178 0.510197 0.499231 0.501004
0.036621  0.513402 0.506225 0.495091 0.500521
0.037109  0.514360 0.509819 0.492411 0.491244
0.037598  0.515520 0.513451 0.499242 0.499174
0.038086  0.516284 0.510544 0.500815 0.495143
0.038574  0.517493 0.514669 0.500255 0.495967
0.039062  0.510734 0.508544 0.501900 0.501737
0.039551  0.518095 0.516555 0.500171 0.501659
0.040039  0.514925 0.514593 0.500654 0.499810
0.040527  0.513835 0.512763 0.502097 0.496209
0.041016  0.519139 0.513910 0.504753 0.502478
0.041504  0.519034 0.520183 0.506831 0.504914
0.041992  0.520395 0.514633 0.501412 0.496826
0.042480  0.517770 0.513615 0.497499 0.498922
0.042969  0.523296 0.514033 0.502557 0.498295
0.043457  0.524286 0.516012 0.505086 0.505731
0.043945  0.521552 0.515850 0.503456 0.501571
0.044434  0.524237 0.516591 0.503516 0.503644
0.044922  0.515048 0.518805 0.496061 0.500507
0.045410  0.519511 0.514358 0.503758 0.505112
0.045898  0.518907 0.514347 0.499652 0.502210
0.046387  0.521842 0.514966 0.499604 0.502092
0.046875  0.522935 0.518196 0.503499 0.501667
0.047363  0.520737 0.513769 0.499866 0.497748
0.047852  0.521267 0.518589 0.505427 0.503712
0.048340  0.524445 0.517422 0.502235 0.505904
0.048828  0.525636 0.524554 0.503593 0.504002
0.049316  0.520226 0.527551 0.507073 0.510460
0.049805  0.518393 0.520041 0.505933 0.506613
0.050293  0.523048 0.516980 0.502162 0.503259
