0.000000  3.549268 4.623523 9.855008 12.417776
0.000488  0.617477 0.606869 0.597911 0.606206
0.000977  0.619422 0.604732 0.601448 0.604936
0.001465  0.613115 0.621993 0.599741 0.605417
0.001953  0.610879 0.614997 0.591912 0.603180
0.002441  0.615440 0.617851 0.596235 0.593105
0.002930  0.626615 0.615856 0.598880 0.602131
0.003418  0.628805 0.613130 0.604700 0.592881
0.003906  0.615619 0.617561 0.595045 0.608108
0.004395  0.621768 0.620936 0.586235 0.606501
0.004883  0.619839 0.620897 0.590426 0.601322
0.005371  0.617216 0.616148 0.602577 0.586821
0.005859  0.618409 0.622869 0.599657 0.595555
0.006348  0.618827 0.612808 0.599039 0.608082
0.006836  0.614814 0.613040 0.600568 0.601808
0.007324  0.614635 0.606933 0.593981 0.605726
0.007812  0.629256 0.604053 0.599875 0.600684
0.008301  0.625147 0.616456 0.597216 0.595685
0.008789  0.626522 0.614626 0.605689 0.605663
0.009277  0.614956 0.620948 0.610521 0.601337
0.009766  0.610492 0.609599 0.607410 0.604618
0.010254  0.631613 0.608906 0.596530 0.599634
0.010742  0.615340 0.616371 0.598844 0.602595
0.011230  0.614839 0.611939 0.603119 0.592764
0.011719  0.624801 0.616672 0.602745 0.595304
0.012207  0.619566 0.613021 0.602458 0.609684
0.012695  0.617849 0.623074 0.601107 0.595874
0.013184  0.618942 0.620244 0.603239 0.614169
0.013672  0.633182 0.630186 0.610833 0.604226
0.014160  0.621173 0.613483 0.603458 0.606446
0.014648  0.624650 0.618084 0.607166 0.611825
0.015137  0.614677 0.628406 0.604504 0.605254
0.015625  0.623058 0.617640 0.586164 0.601515
0.016113  0.625998 0.624097 0.601766 0.605411
0.016602  0.621359 0.616204 0.602702 0.596256
0.017090  0.623941 0.618083 0.596238 0.603180
0.017578  0.618211 0.618451 0.607421 0.604864
0.018066  0.620300 0.615769 0.600111 0.598081
0.018555  0.617877 0.618229 0.610476 0.596120
0.019043  0.628095 0.615964 0.606839 0.595100
0.019531  0.613497 0.614562 0.602507 0.601804
0.020020  0.636699 0.620242 0.601376 0.608427
0.020508  0.625304 0.609663 0.603976 0.603035
0.020996  0.622249 0.621457 0.616533 0.605091
0.021484  0.626153 0.628210 0.595440 0.616096
0.021973  0.622355 0.622040 0.595402 0.601298
0.022461  0.630929 0.625459 0.591879 0.610953
0.022949  0.619642 0.620948 0.610269 0.600796
0.023438  0.625634 0.618834 0.604408 0.598841
0.023926  0.628337 0.613515 0.613266 0.606182
0.024414  0.622828 0.618714 0.606348 0.600705
0.024902  0.625737 0.621055 0.605250 0.603171
0.025391  0.631544 0.618176 0.602377 0.604764
0.025879  0.620469 0.619093 0.607050 0.609426
