-2.210184691991711148e+01 -5.965722555134753136e-02 2.395323684883055471e+00 1.167833229665854011e+00
-2.207986325198161026e+01 4.168781193524748740e-01 2.213172658718001617e+00 1.315025389035238135e+00
-2.205792454033731786e+01 8.642897382672016793e-01 1.969015721262354912e+00 1.416652729764778407e+00
-2.203598582875958556e+01 1.218548466222000970e+00 1.653751560015625399e+00 1.436150013118813185e+00
-2.201404711718186036e+01 1.436398962830271575e+00 1.254965927855359542e+00 1.345682445342815559e+00
-2.199206344917979550e+01 1.510246479322997271e+00 7.775505613043424136e-01 1.143898520313669787e+00
-2.197012473760206674e+01 1.456297251120333813e+00 2.330192752002768763e-01 8.446582631603053448e-01
-2.194818602602433799e+01 1.314706034460237039e+00 -3.397503063536317924e-01 4.874778640533026230e-01
-2.192620235802228024e+01 1.110203704265383617e+00 -8.674254473259481735e-01 1.213891284697177220e-01
-2.190426364644454083e+01 8.554228171217905796e-01 -1.262062537724493394e+00 -2.033198603013514072e-01
-2.188232493486681207e+01 5.341867187216086110e-01 -1.428310546076577703e+00 -4.470619136774845459e-01
-2.186038622328908332e+01 1.324059979949305799e-01 -1.331392033474359415e+00 -5.994930177397144178e-01
-2.183840255528702556e+01 -3.349100389719426585e-01 -9.936640298147294548e-01 -6.642870343933360289e-01
-2.181646384370930036e+01 -8.258302918748873234e-01 -5.031854397030913750e-01 -6.645078657889893492e-01
-2.179452513206500441e+01 -1.272967153945997021e+00 1.438435118199478044e-02 -6.292914013820011254e-01
-2.177258642048726855e+01 -1.622092731849547054e+00 4.370049318000237548e-01 -5.925439000247616494e-01
-2.175060275255177444e+01 -1.845453614015743593e+00 7.088435485910900002e-01 -5.683050327123267964e-01
-2.172866404090747849e+01 -1.940503557969317727e+00 8.331188262621848084e-01 -5.536923658535664039e-01
-2.170672532932974974e+01 -1.912164580138817405e+00 8.500681874723475806e-01 -5.310481963332349675e-01
-2.168474166132768488e+01 -1.789680868991222029e+00 8.256029624886894736e-01 -4.820389532512662778e-01
-2.166280294974995968e+01 -1.593115079336374196e+00 8.067389395709833044e-01 -3.931880698826954457e-01
-2.164086423810566018e+01 -1.356183667650622038e+00 8.075978344080256832e-01 -2.742929166212981773e-01
-2.161892552659449862e+01 -1.110829894148234187e+00 8.339050401449348282e-01 -1.384624270016496794e-01
-2.159694185859242666e+01 -8.938245665107061866e-01 8.673177792996694668e-01 -1.325339360551835988e-02
-2.157500314701470501e+01 -7.052034654242110845e-01 8.842225799056321334e-01 8.950955724071052444e-02
-2.155306443537040906e+01 -5.402958724835583704e-01 8.790344984381429638e-01 1.693693129772922967e-01
-2.153108076736834064e+01 -3.736686218386027769e-01 8.446321670741440135e-01 2.354817726177706183e-01
-2.150914205585718264e+01 -1.982206651115570317e-01 7.909232356244696449e-01 2.963512852564563205e-01
-2.148720334421288669e+01 -3.082179988893108888e-02 7.250936104271418214e-01 3.471359052691053715e-01
-2.146526463256858719e+01 1.140684658410264091e-01 6.456489750107192727e-01 3.798587204258728200e-01
-2.144328096463309663e+01 2.256594568502801879e-01 5.463817147917371386e-01 3.860205858210086771e-01
-2.142134225305536788e+01 3.294577323804417923e-01 4.070809468819491794e-01 3.682693396311954581e-01
-2.139940354147763202e+01 4.486038494395243603e-01 2.277233926177277545e-01 3.381636210286260713e-01
-2.137741987347557071e+01 5.952065138562477875e-01 1.620132375504225453e-02 3.057039188056450141e-01
-2.135548116183127831e+01 7.371103623534793758e-01 -1.889405500303139029e-01 2.740849061615827642e-01
-2.133354245032012031e+01 8.296233882001294857e-01 -3.656142866031775185e-01 2.320045507984759836e-01
-2.131160373874239156e+01 8.025243782885082000e-01 -5.036953388774515483e-01 1.494145197055283258e-01
-2.128962007074032670e+01 6.369133041027276176e-01 -6.029907036457392566e-01 1.696130022849418051e-02
-2.126768135909602364e+01 3.514053688214073268e-01 -6.787822531969756046e-01 -1.636884421877841389e-01
-2.124574264751829844e+01 -1.537135551400443988e-03 -7.349337623254269536e-01 -3.682354489384137008e-01
-2.122375897958279722e+01 -3.580955177579575044e-01 -7.608836950611963523e-01 -5.594896064095769006e-01
-2.120182026800507202e+01 -6.659005796700290247e-01 -7.512669950732986379e-01 -7.085837873716638313e-01
-2.117988155636077607e+01 -8.942579752998509601e-01 -7.099039128290474121e-01 -8.020809440644491861e-01
-2.115794284478305087e+01 -1.031253071544117939e+00 -6.496370112565066357e-01 -8.404450414003122871e-01
-2.113595917678097535e+01 -1.046651118384050116e+00 -5.899557567075058850e-01 -8.183034375457780563e-01
-2.111402046520324660e+01 -9.385692780111050126e-01 -5.503657725144942559e-01 -7.444675252627996898e-01
-2.109208175362552140e+01 -7.078082355464523356e-01 -5.350736924560854924e-01 -6.214409640012689140e-01
-2.107009808562346009e+01 -3.887563906757726118e-01 -5.368514803319681672e-01 -4.628039355038703895e-01
-2.104815937404573489e+01 -4.378264939855309318e-02 -5.674093010744141186e-01 -3.055959752364836302e-01
-2.102622066240144250e+01 2.449403253972250172e-01 -6.305429313222266074e-01 -1.928013029625008090e-01
-2.100428195082370664e+01 3.954895358146478523e-01 -7.430781064220166598e-01 -1.737942853036844038e-01
-2.098229828288821253e+01 3.679713148187968574e-01 -9.006331070072546297e-01 -2.663308960942288861e-01
-2.096035957131048377e+01 1.792515531021310338e-01 -1.080771160730183311e+00 -4.507598038140261387e-01
-2.093842085966618427e+01 -9.161116692548933182e-02 -1.254944005036531474e+00 -6.732775859810103958e-01
-2.091648214808845907e+01 -3.485622877619526938e-01 -1.372771301539893907e+00 -8.606667946509233280e-01
-2.089449848015295785e+01 -4.805487879540296103e-01 -1.404512169363225649e+00 -9.425304786586276018e-01
-2.087255976850866546e+01 -4.355109365324020265e-01 -1.328382339149859481e+00 -8.819466378411306984e-01
-2.085062105686436951e+01 -2.173494354287819619e-01 -1.142418484172043502e+00 -6.798839598004127183e-01
-2.082863738892887184e+01 1.171650762567969101e-01 -8.595862004715316695e-01 -3.712105621073673589e-01
-2.080669867735114309e+01 4.905574497880513252e-01 -5.129423619873351159e-01 -1.119245609964189536e-02
-2.078475996577341078e+01 8.179303795357318885e-01 -1.625292618464923011e-01 3.277005588446197937e-01
-2.076282125412911839e+01 1.052993059270159515e+00 1.182019180431309879e-01 5.855974886566452930e-01
-2.074083758612704997e+01 1.161643216888001762e+00 2.367496698863934546e-01 6.991964433871975526e-01
-2.071889887461588842e+01 1.145746262761520473e+00 1.507766281772667527e-01 6.482614454693935713e-01
-2.069696016297159602e+01 1.027792516396307310e+00 -1.072543379342627140e-01 4.602690892310222770e-01
-2.067497649503610546e+01 8.479077696330011849e-01 -4.466475070363322142e-01 2.006301312983344853e-01
-2.065303778339180951e+01 6.555492397170706864e-01 -7.167731907862676666e-01 -3.061197553459849008e-02
-2.063109907181406655e+01 4.831979468867920735e-01 -7.787642984615862352e-01 -1.477831757873970808e-01
